key,singer
14835,Bersuit Vergarabat
14836,Bill Engvall
14837,Restless Heart
14838,MAKO
14839,SAYUKI
14840,Mikey Dread
14841,Eve 6
14842,Girma Hadgu
14843,Jesse Cook
14844,Liquido
14845,Rell
14846,Leif Garrett
14847,Mac
14848,C-Murder
14849,Big Ed
14850,Skull Duggery
14851,VICTORIA
14852,Orchestra Città di Ferrara
14853,ELISA
14854,Phil Chang
14855,Brian Stokes Mitchell
14856,Duane Martin Foster
14857,Ellen McIlwaine
14858,Five
14859,David Tao
14860,Banda La Pirinola
14861,Audio Adrenaline
14862,El Tiempo
14863,Mark Mancina
14864,Harold Faltermeyer
14865,Captain Jack
14866,Benny Andersson
14867,Stig Anderson
14868,Björn Ulvaeus
14869,Siobhan McCarthy
14870,Nicolas Colicos
14871,Paul Clarkson
14872,Hilton McRae
14873,The Dillinger Escape Plan
14874,Mista Madd
14875,Beulah
14876,Evan Olson
14877,B-Rock & The Bizz
14878,Jorge Muñiz
14879,Krayzie Bone
14880,SHeDAISY
14881,Jazzyfatnastees
14882,Frente!
14883,Steps
14884,Dr. Seuss
14885,Fefita La Grande
14886,Javier Garza
14887,Falco
14888,Dice Raw
14889,Ms. Toi
14890,Rhapsody
14891,Steve Mac
14892,Moodymann
14893,Nancy Argenta
14894,CBC Vancouver Orchestra
14895,The Citizens of Halloween
14896,Ramya
14897,Kronos Quartet
14898,Nine Days
14899,Jennifer Holliday
14900,Roy Rogers
14901,Urban Knights
14902,Tear Da Club Up Thugs
14903,Bernard Löhr
14904,Ayana
14905,Women of the Palace
14906,Sherie Rene Scott
14907,Mr.Knigtowl
14908,Lil Uno
14909,Banda La Costeña
14910,The Call
14911,The Nick Gilder Sweeney Todd Group
14912,Christopher Hogwood
14913,Kittie
14914,The Kraft
14915,Ivy
14916,Basement Jaxx
14917,Ed Case
14918,Hoku
14919,Danny & The Juniors
14920,Shout Praises Kids
14921,Los Toreros Muertos
14922,Angá Diaz
14923,Amadito Valdés
14924,Carlos Gonzalez
14925,The Big Wu
14926,Creol
14927,Tijuana No!
14928,The Supermen Lovers
14929,Mani Hoffman
14930,Rui Da Silva
14931,Cassandra
14932,Karunesh
14933,Geri Halliwell
14934,Sandesh Shandilya
14935,Sonu Nigam
14936,Audiovent
14937,Falconer
14938,Marty Stuart
14939,Magnet
14940,Claudette Ortiz
14941,Ben Kweller
14942,Hella
14943,Rodrigo y Gabriela
14944,Dishwalla
14945,Richard Gere
14946,Alvin Lee
14947,Jason Nevins
14948,Sister Nancy
14949,Benjy Davis Project
14950,Cody Chesnutt
14951,A Taste Of Honey
14952,Music Explosion
14953,Sean Marshall
14954,TRUSTcompany
14955,Tommy Lee
14956,Play
14957,Mr. Cheeks
14958,Banda Cuisilos
14959,Rutherford B. Hayes is Dead
14960,Murphy Lee
14961,Quantic
14962,The Forces Of Evil
14963,ASIAN KUNG-FU GENERATION
14964,Ira Gershwin
14965,DuBose Heyward
14966,Dorothy Heyward
14967,John Foxx
14968,Glory
14969,Orchestra at Temple Square
14970,Craig Jessop
14971,Substantial
14972,People Under The Stairs
14973,Camel MC
14974,The Darkness
14975,Jeff Bates
14976,The Bad Plus
14977,Sean Hayes
14978,Yolanda Pérez
14979,Don Cheto
14980,Crowbar
14981,Linda Rowberry
14982,The Clean
14983,Sean McCourt
14984,Cristy Candler
14985,Jan Neuberger
14986,Clay Aiken
14987,A Heart Beats
14988,Brooklyn
14989,Jacki-O
14990,Mud Flow
14991,Mystic Roots Band
14992,Big Tuck
14993,Cool
14994,Porter
14995,Toño Rosario
14996,Tree63
14997,Atomship
14998,Amsterdam Baroque Orchestra
14999,Ton Koopman
15000,Liquits
15001,Chuck Riley
15002,He Is Legend
15003,The Foreign Exchange
15004,Sheek
15005,Jed Madela
15006,Adam Hood
15007,Justin Johnson
15008,Josef Mysliveček
15009,London Mozart Players
15010,Matthias Bamert
15011,Danny Lohner
15012,Angela Chang
15013,Bruce Adler
15014,Marina Mescheriakova
15015,Judith Halász
15016,Michelle Breedt
15017,Orsolya Safar
15018,Gabriele Sima
15019,Alexander Klinger
15020,Michael Roider
15021,Peter Koves
15022,Janusz Monarcha
15023,Renato Girolami
15024,Bomb the Music Industry!
15025,Brandon Jenkins
15026,Su Banda Centenario
15027,Tego
15028,Voltio
15029,Wiso G
15030,Saving Jane
15031,Bloodbath
15032,Nickodemus
15033,Mattafix
15034,Myra
15035,Viento Y Sol
15036,El Chaval
15037,Wax Tailor
15038,Judy Torres
15039,Keith Anderson
15040,Smile
15041,Brooke Valentine
15042,Julio Voltio
15043,Currency
15044,The Elegants
15045,Anthony B
15046,Mac Bre-Z
15047,The Commission
15048,Natalie
15049,Jay Ungar
15050,Evan Stover
15051,Matt Glaser
15052,Molly Mason
15053,Russ Barenberg
15054,KT Tunstall
15055,Carlos Baute
15056,La Firma
15057,Emery
15058,504 Boyz
15059,Superchick
15060,Drake Bell
15061,Dalima
15062,Cuete
15063,Eric
15064,Alexi Murdoch
15065,Sibylle Baier
15066,Against All Authority
15067,Someone Still Loves You Boris Yeltsin
15068,Vineyard Worship
15069,Jeremy Riddle
15070,El Chapo De Sinaloa
15071,Katherine Jenkins
15072,Anthony Inglis
15073,Xtreme
15074,Sanchez
15075,Stressmatic of the Federation
15076,Dirty Pretty Things
15077,Peedi Peedi
15078,Thom Yorke
15079,The Bobby Fuller Four
15080,+44
15081,Slow Dancing Society
15082,Kelvin Mockingbird
15083,Jason Michael Carroll
15084,Albert Hammond Jr
15085,Darryl Worley
15086,The Watson Twins
15087,Wise
15088,Hector
15089,Yomo
15090,Franco
15091,Alexi
15092,Demetri Martin
15093,Creature Feature
15094,Jens Lekman
15095,Bitty McLean
15096,Tab Benoit
15097,Richard Hawley
15098,DJ Storm
15099,Desert Storm South
15100,Divino
15101,Euge Groove
15102,Consequence
15103,Alfamega
15104,The Dodos
15105,Darkest Hour
15106,Delicatessen
15107,RoachE
15108,Jim James
15109,Kate Alexa
15110,Mr. Criminal
15111,Dirt Poor Robins
15112,Evan Rachel Wood
15113,Dana Fuchs
15114,Jian Wang
15115,Göran Söllscher
15116,Fair To Midland
15117,SDIB
15118,Ludo
15119,Big Head
15120,Foxx
15121,Mika Singh
15122,Gerry & The Pacemakers
15123,Zach Deputy
15124,Hellogoodbye
15125,Carlos Gomez
15126,Connie
15127,Parry Gripp
15128,Kalafina
15129,Murder By Death
15130,Michael Watts
15131,Courteeners
15132,Billy Boyo
15133,Beats Antique
15134,Aaryn Doyle
15135,René González
15136,The Last Shadow Puppets
15137,Miles Kane
15138,Lucky Luciano
15139,Low G
15140,Carolyn Rodriguez
15141,Chantal Chamberland
15142,Charlene Choi
15143,Charlie Hunter
15144,Dwayne Tryumf
15145,Lil Wil
15146,iroha(sasaki)
15147,Rico Blanco
15148,Flobots
15149,Lennox
15150,Jason Waver
15151,Liquid Liquid
15152,Blood Red Shoes
15153,John K. Almeida
15154,John K. Almeida Orchestra
15155,Benny Rogers
15156,Hawaiian Steel Guitar
15157,Harry and the Potters
15158,Brown Eyed Girls
15159,Agnes
15160,Alice Ripley
15161,J. Robert Spencer
15162,Louis Hobson
15163,Jennifer Damiano
15164,Adam Chanler-Berat
15165,Chrisette Michelle
15166,Julian Casablancas
15167,Bag Raiders
15168,Bat For Lashes
15169,Mavado
15170,Vistoso Bosses
15171,Basil Valdez
15172,Max Romeo
15173,Natalie Portman
15174,Chris Parnell
15175,The Vaselines
15176,Los Creadorez Del Pasito Duranguense
15177,Sounds for Life
15178,The Whitest Boy Alive
15179,Zac Brown
15180,Los Incomparables De Tijuana
15181,Isobel Campbell
15182,Mark Lanegan
15183,Wavves
15184,Germán Montero
15185,Carolina Chocolate Drops
15186,Ascend The Hill
15187,Manafest
15188,Anaïs Mitchell
15189,Justin Vernon
15190,Conjunto Agua Azul
15191,J. Stalin
15192,Lil Blood
15193,Dyland & Lenny
15194,Nicolas Jaar
15195,Toumani Diabaté
15196,Camila
15197,Cutty
15198,TeddyLoid
15199,The Spiral Starecase
15200,Dan Black
15201,The Stone Foxes
15202,Dread Mar I
15203,Stephen Hurd
15204,Cody Simpson
15205,Anthony Evans
15206,Bill Elm & Woody Jackson
15207,Yppah
15208,Blake Mills
15209,Civil Twilight
15210,Deitrick Haddon
15211,Vicente Garcia
15212,Uyama Hiroto
15213,Stephane Wrembel
15214,Ricardo Rodriguez
15215,Clams Casino
15216,Passion
15217,The Sandals
15218,Chrome
15219,Shaila Dúrcal
15220,André 3000
15221,Dum Dum Girls
15222,Shefali Alvares
15223,Stereo Skyline
15224,RuPaul
15225,Carter Burwell
15226,Oddisee
15227,A-Lin
15228,Apparat
15229,Rival Sons
15230,Angels Fall
15231,Ducktails
15232,Axel
15233,Gloriana
15234,Sharon Jones
15235,The Chamber Orchestra Of London
15236,Sunny Sweeney
15237,Sonogram
15238,Russ Liquid
15239,Tune-Yards
15240,MellowHype
15241,Jorge Meza Y Su Tropi Colombia
15242,CHAPPO
15243,Shekinah Glory Ministry
15244,Tommy Bracco
15245,Zebra Katz
15246,Njena Reddd Foxxx
15247,Odd Future
15248,Hodgy
15249,Jimmy Soul
15250,Wild Nothing
15251,Deuce
15252,Mitch Crown
15253,David Hazeltine
15254,The Stixxx
15255,Hardnoc
15256,El Cata
15257,Four Tet
15258,Daniel Calveti
15259,Karmin
15260,Last Dinosaurs
15261,Xavier Rudd
15262,Todd Terje
15263,Neeraj Shridhar
15264,GALNERYUS
15265,Zendaya
15266,Anders Osborne
15267,Shane & Shane
15268,Craig Fuller
15269,John David Call
15270,Mike Reilly
15271,Scotty McCreery
15272,Ptaf
15273,STS
15274,Khari Mateen
15275,Passenger
15276,Marion Band$
15277,Nipsey Hustle
15278,Celeste Buckingham
15279,Bronco El Gigante de America
15280,Jordan T
15281,The California Honeydrops
15282,Kishi Bashi
15283,Royal Tailor
15284,Capital Kings
15285,Dizzy Wright
15286,Matthew Mole
15287,Anthem Lights
15288,G-DRAGON
15289,R5
15290,Norbert Leo Butz
15291,Michelle Federer
15292,Skylar Grey
15293,Mo Lowda & the Humble
15294,Little Chief
15295,BACK-ON
15296,Home Free
15297,Avi Kaplan
15298,Leela James
15299,Spice
15300,SLACKCiRCUS
15301,Mitski
15302,Beatslingers
15303,Chad Bogus
15304,Branches
15305,Devour the Day
15306,Vital
15307,Judah & the Lion
15308,tajima hal
15309,Amaranthe
15310,The Polish Ambassador
15311,Mr. Lif
15312,Ayla Nereo
15313,William Onyeabor
15314,Hot Chip
15315,Derek Minor
15316,Rob Curly
15317,Brown Owl Plays
15318,Selena Gomez & The Scene
15319,Psymbionic
15320,Cristina Soto
15321,Millonario
15322,Río Roma
15323,Louisa Fuller
15324,Natalia Bonner
15325,John Metcalfe
15326,Philip Sheppard
15327,Chris Worsey
15328,Colton Dixon
15329,Katie Ladner
15330,VINAI
15331,Liza Anne
15332,Apashe
15333,Panther
15334,Michael Cera
15335,The Kooks
15336,Jauz
15337,Adriel Favela
15338,Kurt Vile
15339,Leah Kelly
15340,Marvin Dark
15341,Naaz
15342,4Minute
15343,The Dip
15344,Yaga & Mackie
15345,Aimer
15346,EXID
15347,Great Good Fine Ok
15348,Kala Balch
15349,Marco Marinangeli
15350,Jeremiah Carlson
15351,Teen Suicide
15352,Valentino Khan
15353,Pac-Man
15354,Astrid S
15355,Kranium
15356,Rosemary & Garlic
15357,Chris Janson
15358,Tito Y Su Torbellino
15359,Ryn Weaver
15360,Amy Millan
15361,Jamie Lawson
15362,Alex G
15363,Vigiland
15364,Tham Sway
15365,DAOKO
15366,Aisha Badru
15367,Zayde Wølf
15368,Jósean Log
15369,Regulo Caro
15370,Simon Curtis
15371,slenderbodies
15372,Palace
15373,Vulfpeck
15374,Meltycanon
15375,Scarlett Johansson
15376,Big TC
15377,Langhorne Slim
15378,Jill Andrews
15379,Ramirez
15380,Suicideboys
15381,Sleepdealer
15382,Drew Gehling
15383,Kiiara
15384,Boombox Cartel
15385,Nick Kroll
15386,Jay Electronica
15387,My cousin Nicole
15388,Bo Napoleon
15389,Post Animal
15390,BlackHawk
15391,Tainy
15392,Bad Lip Reading
15393,Young Greatness
15394,Oro Solido
15395,Crusher-P
15396,Jackson Breit
15397,Bolbbalgan4
15398,SALES
15399,Ari Naman
15400,Johan Olsen
15401,Whethan
15402,Royal Deluxe
15403,DREAMERS
15404,Vista Kicks
15405,Will Reagan
15406,Frostydasnowmann
15407,Michael Penny
15408,Taylor Ray Holbrook
15409,24hrs
15410,Gael Garcia Bernal
15411,Gabriella Flores
15412,Libertad García Fonzi
15413,Martin Jensen
15414,Ck9c
15415,Elizabeth Ann
15416,Ariel Pink
15417,Skrizzly Adams
15418,Mosaic MSC
15419,Movements
15420,Trouble
15421,Terror Reid
15422,Getter
15423,Mr Gabriel
15424,Michael Park
15425,The Maine
15426,TAEMIN
15427,Jamie Scott
15428,Romy Dya
15429,Wales
15430,Deedee Magno Hall
15431,Michaela Dietz
15432,Shelby Rabara
15433,Zach Callison
15434,biosphere
15435,CIKI
15436,Chris Wright
15437,love-sadKID
15438,Gerardo Coronel
15439,Jason Isbell and the 400 Unit
15440,Kenneth Whalum
15441,Big K.R.I.T.
15442,GOLDHOUSE
15443,Drakeo the Ruler
15444,Raveena
15445,Louis Tomlinson
15446,ROSALÍA
15447,Elskavon
15448,GAWVI
15449,Harry Hudson
15450,Julius Aston
15451,Bradley Cooper
15452,Boyinaband
15453,TheOdd1sOut
15454,chloe moriondo
15455,Ebb & Flod
15456,Xavier Omär
15457,Beau Young Prince
15458,Milo Manheim
15459,Meg Donnelly
15460,SEBASTIAN PAUL
15461,Teqkoi
15462,Ondi Vil
15463,Thomas Reid
15464,Bonjr
15465,Christian Rich
15466,ayokay
15467,BlocBoy JB
15468,Lindsay Ell
15469,A.CHAL
15470,Floriscope
15471,La Fiera de Ojinaga
15472,Hayden James
15473,Boy Matthews
15474,Sosamann
15475,NERVO
15476,ALISA UENO
15477,Sevenn
15478,Shay Lia
15479,Genesis Lynea
15480,Reaper
15481,Paulo Londra
15482,Gavin Luke
15483,Julie Bergan
15484,K-391
15485,SEUNGRI
15486,Adam Melchor
15487,Oliver Évilo
15488,Jasiel Ayon
15489,HIXTAPE
15490,S.A. Karl
15491,Clifford Solum
15492,Deion Reverie
15493,True Damage
15494,SOYEON of (G)I-DLE
15495,Justin Caruso
15496,Iselin
15497,Subtronics
15498,Elley Duhé
15499,The Unlikely Candidates
15500,Steve Mokwebe
15501,Cailin Russo
15502,Chrissy Costanza
15503,Mike Bahía
15504,Danny Ocean
15505,BLUE ENCOUNT
15506,Clave 520
15507,Mr Pillow
15508,2KBABY
15509,G-Nine
15510,Blake Rose
15511,Devansh Tushar
15512,Monsune
15513,Boxout
15514,Elsa Greeve
15515,Oliver Heldens
15516,Vula
15517,Tommee Profitt
15518,Fleurie
15519,Mellen Gi
15520,Intentional Vibes
15521,Leven Kali
15522,Donald Beaudoin
15523,Yonder Dale
15524,Leah Day
15525,Katie Pearlman
15526,líue
15527,Andrew Witzinger
15528,Omarion
15529,Benny Soliven
15530,RMR
15531,Ahrix
15532,Imanbek
15533,Rainych
15534,Giveon
15535,Yonatan Awate
15536,GRACEY
15537,Springtoifel
15538,Slowburner
15539,Grigoris Asikis
15540,Paradosiako Nikitas Kotsiopoulos
15541,Banda Española
15542,Chick Webb
15543,Cab Calloway & His Orchestra
15544,Milt Hinton
15545,Arturo Patiño
15546,Mississippi Sheiks
15547,Luis Àlvarez
15548,Diamantidis
15549,Dimitris Vlahopoulos
15550,Los Aymaras
15551,Erhard Bodenschatz
15552,Nikos Perdikis
15553,Ethelbert Nevin
15554,Guillermo Butikofer
15555,Otto Reutter
15556,Sam Manning
15557,Αλέξης Ζούμπας
15558,Αμαλία Βάκα
15559,Rock Projection
15560,Dimitris Soyrmelis
15561,Gkantinis
15562,Kantilal
15563,Kazi Nazrul Islam
15564,Loyloy Thessalonikia
15565,František Škroup
15566,Aterrano
15567,X. Loukopoulos
15568,G. Ntokos
15569,Giorgos Papadiseris
15570,The Tiger
15571,Carl Tausig
15572,Leo Mathisens Ork.
15573,Giovanni Sgambati
15574,Donna Drake
15575,Betty Rhodes
15576,Marjorie Reynolds
15577,Susan Hayward
15578,Ernest Truex
15579,Bing Croby & Chorus
15580,Børge Roger Henrichsen & Niels Foss
15581,Børge Roger Henrichsen & hans Kvintet
15582,Bent Fabricius Bjerres Ork.
15583,Vera Zorina
15584,Johnnie Johnston
15585,Jeanne Cagney
15586,Rosemary DeCamp
15587,The Golden Gate Quarter
15588,Dick Powell
15589,Usha
15590,Abdul
15591,George Treadwell & His All-Stars
15592,Ratikumar Vyas
15593,Dost Mohammed
15594,Baba Mama
15595,Κα Πίκω
15596,Ανδρέας Δουκλιάς
15597,Sahana Maitra
15598,Nίκος Παναγιωτόπουλος
15599,Vimal Gaonkar
15600,Κώστας Γιαούζος
15601,César de Alencar
15602,Georges Garvarentz
15603,Raymond Lefèvre
15604,Saroj Gundani
15605,M. S. Rama Rao
15606,Bram de Wilde
15607,Aboriginal Songman
15608,S. B. John
15609,Rohini Roy
15610,K. S. Ragi
15611,Ralph Burns Orchestra
15612,Suresh Haldankar
15613,"Male Sioux chorus, drummers, dancers with bells"
15614,Suemy
15615,Baby Saroj
15616,John Reardon
15617,Ram Saigal
15618,Enrico Toselli
15619,Candide Ensemble & Orchestra
15620,Max Adrian
15621,Γεώργιος Κασσάρας
15622,Litsa Xarma
15623,Georgia Mplana
15624,Οι πέντε Γλυνιώτες
15625,Vaggelis Livanos
15626,"Mr. Bismillah, drummer, drone player"
15627,T.R.Ramachandran
15628,Vyjayanthimala
15629,Xristos Tselentis
15630,Σουζάνα
15631,Δημήτρης Ρουμελιώτης
15632,Κίτσος Χαρισιάδης
15633,Ηλίας Καραθύμιος
15634,María Grílli
15635,Mohanakumari
15636,"Mixed singers, Balinese gamelan ensemble"
15637,G. Aggelopoulos
15638,Sigi Weissenberg
15639,Mitsos Arapakis
15640,Emmerich Kálmán
15641,Karl-Friedrich Hölzke
15642,Chor der Staatsoper Dresden
15643,Ntouo Xarma
15644,C. K. Revamma
15645,Saleem Raza
15646,Daskalakis
15647,Aymara pan-pipe orchestra
15648,Παραδοσιακό
15649,Alabama Jr.Pettis
15650,Ernest Gold
15651,Jeroen van Veen
15652,Douw Fonda
15653,Semilla Negra Duo
15654,Vishnupant Pagnis
15655,Leo Rowsome
15656,Panditrao Nagarkar
15657,Sumita
15658,E.D. Tuckey
15659,"Male Hebrew Yemenite singers, drummer"
15660,Maha Rani
15661,A Tree Grows in Brooklyn Ensemble
15662,Kalayani
15663,Two male singers with iya drum and atchere
15664,Satish Bhatia
15665,Coro Lirico di Milano della Rai
15666,Roberto Benaglio
15667,Archana
15668,Banashree
15669,Female Bokharian singer
15670,Jose Melis
15671,Swami Pravatikar
15672,Raimundo Lanas
15673,Fabre Duroseau
15674,Erich Kunz/Wiener Philharmoniker/Herbert von Karajan
15675,Ronald Colman
15676,Πάνος Σάμης
15677,Τρίο Μέλοντυ
15678,Master Kanti Surat
15679,George London
15680,Jean Morel
15681,Top Banana
15682,Mrs. Archie MacDonald
15683,Arturo Basile / Giulio Neri
15684,A. Merangulian with folk instrumental ensemble
15685,Baptist-Methodist Group
15686,Wolfgang Windgassen
15687,Ζαχαρίας Κασιμάτης
15688,Premlata
15689,Malatyalı Fahri Kayahan
15690,Hanunóo man and woman
15691,Jimmy DeBerry
15692,Ellen Hanley
15693,Stanisław Skrowaczewski
15694,"Coro del Maggio Musicale Fiorentino, Raffaele Arié, Orchestra del Maggio Musicale Fiorentino, Tullio Serafin"
15695,Rolf Liebermann
15696,Trio Nocturnal
15697,جلال فكرى
15698,"Six men from Oaxaca, Mexico"
15699,Kirsten Fogtmann
15700,Jonah Jones
15701,Paulette Rollin
15702,The Four Lads; Orchestra under the direction of Norman Leyden
15703,Banda Los Tamazulas De Culiacan
15704,Judith Hellwig
15705,Eduard Marks
15706,Ferdinand Schnelle
15707,Peter Offermanns
15708,Werner Engelhardt
15709,Gerda Sommerschuh
15710,Alfred Pfeifle
15711,Fritz Ollendorff
15712,Walter Jenckel
15713,Samuel Baron
15714,Jimmy Dorsey
15715,Lynn Roberts
15716,Arthur Merwin Greenhall
15717,Marc-Antoine Charpentier
15718,Jesse Belvin
15719,Paul Barbarin & His New Orleans Jazz Band
15720,Paul Kletzki
15721,Red Camp
15722,Danny Barker
15723,Velma Middleton
15724,Coquelin
15725,Christos Louretzis
15726,Gretchen Wyler
15727,Erwin Wickert
15728,Riccardo Zandonai
15729,Orchestra di Milano della RAI
15730,Ornella Rovere
15731,Iawa Indians
15732,Edison Denisov
15733,Mikhail Petrov
15734,Vladimir Kusov
15735,Elena Kamenskaja
15736,Ludwig Satz
15737,Ritmo y Frutas de Cuba
15738,Jean Debucourt
15739,Ezio Giordano
15740,Dutch Swing College Band
15741,Dolly Houston
15742,Henry Jacobs
15743,Elizeth Cardoso
15744,Sammy Lewis
15745,Willie Johnson
15746,Margot Guilleaume
15747,Maria Reith
15748,Diana Eustrati
15749,Yuen Ren Chao
15750,Мигель де Сервантес
15751,Christa Ludwig
15752,Alfred Deller
15753,The Penetraitors
15754,Dave Pell Octet
15755,Miro Brajnik
15756,Branco Pivnichki
15757,Belgrade National Opera Chorus
15758,Friedrich von Flotow
15759,Margot Leonard
15760,Marion Degler
15761,Alice Decarli
15762,Sebastian Fischer
15763,WDR Sinfonieorchester Köln
15764,Philippe Gerard
15765,Arna Bontemps
15766,Lisa Otto/Sesto Bruscantini/Chorus/Philharmonia Orchestra/Herbert von Karajan
15767,The Turks
15768,Hemlata
15769,Militza Miladinovich
15770,Sofiya Jankovich
15771,Jackie Gleason & His Orchestra
15772,Lizzie Miles
15773,Jean Chapel
15774,Giuseppe Modesti
15775,"Coro e Orchestra del Teatro alla Scala, Milano"
15776,The RCA Victor Symphony Orchestra
15777,Alec Wilder
15778,Vic Schoen & His Orchestra
15779,B.B And Six Others
15780,Rose Murphy
15781,R.C.A. Victor Symphony Orchestra
15782,Ethel Ennis
15783,Jimpson And Men With Axes
15784,Elsie Morison/Jeannette Sinclair/Marjorie Thomas/Glyndebourne Chorus/Pro Arte Orchestra/Sir Malcolm Sargent
15785,Warne Marsh
15786,Orquestra Afro/Brasileira
15787,Abigail Moura
15788,Chuck Willis
15789,Fats Navarro
15790,Charlie Parker Quintet
15791,Ed Kenney
15792,Edward Plumb
15793,Andres Chazarreta
15794,Bob Cooper
15795,Billy Eckstine
15796,Elizabeth Howell
15797,Karen Shepard
15798,George Bruns
15799,Bunny Berigan
15800,The Three Stooges
15801,Faith Dane
15802,Chotzi Foley
15803,Maria Karnilova
15804,Paul Wallace
15805,Laurie Johnson
15806,Diana Dors
15807,Wally Stott Orchestra
15808,Pamela Frank
15809,Marijane Maricle
15810,Hans Richter-Haaser
15811,The Fendermen
15812,A.C. Smyth
15813,The Gay Poppers
15814,Furry Lewis
15815,Harper Lee
15816,Eva Mattes
15817,"The Montgomery Gospel Trio, The Nashville Quartet, and Guy Carawan"
15818,Kenneth McKellar
15819,Sir Adrian Boult
15820,The Tex-I-An Boys
15821,Otis Spann
15822,Art Farmer & Benny Golson Jazztet
15823,The Monn Keys
15824,Shelby Flint
15825,Tutti Camarata Orchestra
15826,Neal Hefti & His Orchestra
15827,John Nzenze
15828,Lee Adams
15829,Peter Marshall
15830,Fiddler on the Roof Ensemble (1967)
15831,Orlann Divo
15832,Vicentico Valdés
15833,Edoardo Di Capua
15834,Phineas Newborn Jr.
15835,Oliver Nelson Orchestra
15836,Nino Oliviero
15837,Hugo Blanco
15838,The Philharmonia Chorus
15839,Ralph Downes
15840,Reinhold Schmid
15841,Salvatore Gambardella
15842,"Oscar Brown, Jr."
15843,Frank Brieff
15844,Lou Christie
15845,Steve Alaimo
15846,Dixie Belles
15847,Bill Henderson
15848,Gundula Janowitz
15849,Waldemar Kmentt
15850,Shelton Dunaway
15851,Roberto Menescal E Seu Conjunto
15852,Satyajit Ray
15853,Nino Tempo & April Stevens
15854,Ronnie Aldrich
15855,The Strings of the London Festival Orchestra
15856,The New Stan Getz Quartet
15857,The Christy Minstrels
15858,Ronny
15859,Enfants Jean Pesneaud/Orchestre de l
15860,Fred Waring & The Pennsylvanians
15861,Maria Teresa De Noronha
15862,John Gary
15863,The Sorrows
15864,Earl Van Dyke & The Soul Brothers
15865,鄒森
15866,Elvin Jones
15867,Mark Lindsay
15868,Bonnie Owens
15869,Mame Orchestra
15870,Leo Smit
15871,The Tokens
15872,Jane Connell
15873,Sab Shimono
15874,The Remains
15875,Czerwone Gitary
15876,Anna Di Stasio
15877,The Bittersweet
15878,包娜娜
15879,包妮妮
15880,Love Affair
15881,James Carr
15882,Alfredo Gutierrez
15883,The Mohawks
15884,Harry J Allstars
15885,Keith Mansfield
15886,Willie Rosario and His Orchestra
15887,The Archies
15888,Margie Day
15889,Ricardo Fuentes
15890,Os Brazoes
15891,Tito Gómez
15892,Luigui Gomez
15893,Nicky Thomas
15894,Belton Richard
15895,Musical Aces
15896,The Move
15897,The Shelter People
15898,Glyn Jones
15899,Doris Troy
15900,Derrick Harriott
15901,Sir Lord Baltimore
15902,Breakout
15903,Ginger Baker
15904,Jacqueline du Pré
15905,Colin Blunstone
15906,Ernie
15907,Carlos Santana & Buddy Miles
15908,Alicia de Larrocha
15909,Beto Guedes
15910,Little Joe & La Familia
15911,Chorus Pro Arte Lausanne Du Brassus
15912,Radio Suisse Romande Chorus
15913,Industria Nacional
15914,Dawn
15915,Margie Joseph
15916,Dave Madden
15917,Ted Gärdestad
15918,Agnes Moorehead
15919,Pino Donaggio
15920,Edoardo Bennato
15921,Bay City Rollers
15922,The Residents
15923,George McCrae
15924,Claude Bolling
15925,Большой детский хор Центрального телевидения и Всесоюзного радио
15926,Eduard Khil
15927,Semiramis Pekkan
15928,The Souther-Hillman-Furay Band
15929,Bert & Ernie
15930,Cookie Monster
15931,The BeachBums
15932,Jeffrey Comanor
15933,Stein Ingebrigtsen
15934,Benjamin Caussor
15935,Jody & The Individuals
15936,Dave Bartholomew
15937,The Chuck Mangione Quartet
15938,G.C. Cameron
15939,Joe Stampley
15940,George Baker Selection
15941,Pere Ubu
15942,Silvetti
15943,Tommy Bolin
15944,The Brotherhood
15945,José Luis Rodríguez
15946,Mikis Theodorakis
15947,Be Bop Deluxe
15948,Chrissy Zebby Tembo
15949,Double Exposure
15950,Graham Parker & The Rumour
15951,Harlem Underground Band
15952,Joe Cuba
15953,Sherbet
15954,Sérgio Sampaio
15955,Pockets 
15956,Pat Thomas
15957,Candeia
15958,Yvone Lara
15959,Mike Hutchinson
15960,New Grass Revival
15961,Rich Adler
15962,Enchantment
15963,Banda Black Rio
15964,Trio Mocoto
15965,La Maquina De Hacer Pájaros
15966,The Boomtown Rats
15967,Najat Al Saghira
15968,Mohammed Abdel Wahab
15969,Love Committee
15970,Dinosaur
15971,The Adverts
15972,Generation X
15973,Larry Graham & Graham Central Station
15974,Eric Carmen
15975,The Kids
15976,Carlin Glynn
15977,Lisa Brown
15978,Marta Sanders
15979,Jan Merchant
15980,Louise Quick-Bowen
15981,Becky Gelke
15982,Royal Choral Society
15983,Members Of The Duke Ellington Band
15984,Russ Morgan and His Orchestra
15985,L. Subramaniam
15986,Cris Groenendaal
15987,Frank Kopyc
15988,Richard Warren Pugh
15989,Patrick Swayze
15990,Wendy Fraser
15991,Kleeer
15992,New Hawaiian Band
15993,The Roches
15994,Destination
15995,Sharon Forrester
15996,Zé Ramalho
15997,Houshmand Aghili
15998,Rockpile
15999,Pat Travers Band
16000,Sheila
16001,Geraldine Hunt
16002,Off Broadway
16003,Michael Gore
16004,Dean Pitchford
16005,Vera
16006,Lucho Cuadros
16007,Eliecer Ochoa y su Conjunto Vallenato
