eventid,iyear,imonth,iday,country,country_txt,region,region_txt,city,latitude,longitude,summary,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,weaptype1,weaptype1_txt,nkill,nwound
200309230004,2003,9,23,6,Algeria,10,Middle East & North Africa,Ait Yahia Moussa,36.641111,3.888333,"9/23/2003: Suspected members of the Salafist Group for Preaching and Fighting (GSPC) ambushed a military convoy passing through Ait Yahia Moussa, Algeria.  Two soldiers were killed and two others were wounded.",1,0,2,Armed Assault,4,Military,Salafist Group for Preaching and Fighting (GSPC),5,Firearms,2,2
200309240001,2003,9,24,92,India,6,South Asia,Unknown,16.690933,79.567945,09/24/2003: Maoist rebels killed two village chiefs in the Indian state of Andhra Pradesh. The People's War Group has been blamed for the killings.,1,0,2,Armed Assault,2,Government (General),People's War Group (PWG),5,Firearms,2,0
200309240003,2003,9,24,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"09/24/2003: In Baghdad, Iraq, one person was killed and 21 injured after an explosive went off as a bus passed over it. No responsibility was claimed, however, the U.S. military confirmed that the attack did occur.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives,1,21
200309240004,2003,9,24,175,Serbia-Montenegro,9,Eastern Europe,Dobrosin,42.45018,21.634771,09/24/2003: A Serbian military vehicle was targeted in an attack near the southern village of Dobrosin. Two officers were wounded. The Albanian National Army later claimed responsibility in a message on the group's website.,1,0,2,Armed Assault,4,Military,Albanian National Army (ANA),5,Firearms,0,4
200309240006,2003,9,24,95,Iraq,10,Middle East & North Africa,Mosul,36.354145,43.14357,"09/24/2003: In Mosul, Iraq, two persons were killed and 20 wounded when a hand grenade exploded in a movie theater purported to have been showing a pornographic film. No responsibility was claimed and no specific group was blamed.",1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives,2,20
200309250001,2003,9,25,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"09/25/2003: A bomb exploded at the Aike hotel in Baghdad, Iraq, killing one person and wounding another. Journalists are housed at the hotel but it is unclear whether or not they were specifically targeted. The perpetrators were unknown.",1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives,1,1
200309250002,2003,9,25,228,Yemen,10,Middle East & North Africa,Qara,15.696749,43.650512,"09/25/2003: Unidentified gunmen ambushed and killed three people in the province of Hajjah, Yemen.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,3,0
200309250003,2003,9,25,4,Afghanistan,6,South Asia,Oz Khushk,31.639364,64.574402,"09/25/2003: A vehicle for the aid organization, the Voluntary Association for the Rehabilitation of Afghanistan, or VARA, was ambushed in southern Afghanistan. One aid worker was killed and the driver of the vehicle was injured. The Taliban and/or al Qaida were suspected..",1,0,2,Armed Assault,12,NGO,Taliban,5,Firearms,1,1
200309260001,2003,9,26,155,West Bank and Gaza Strip,10,Middle East & North Africa,Negohot,31.493077,34.983347,09/26/2003: Israeli settlers were targeted in an armed attack by a lone gunman in the West Bank. One man and an infant girl were killed. There was no immediate claim of responsibility but the gunman is suspected to have been a Palestinian militant.,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,2,2
200309260002,2003,9,26,65,Ethiopia,11,Sub-Saharan Africa,Adi Quala,14.634123,38.832336,09/26/2003: Two people were killed and nine injured when a bomb exploded on a passenger train in Ethiopia. The train was bound from Djibouti to Addis Ababa when the explosion occurred in the town of Adigale. There was no claim of responsibility but the Omoro Liberation Front (OLF) has been blamed.,1,0,3,Bombing/Explosion,19,Transportation,Oromo Liberation Front,6,Explosives,2,9
200309260003,2003,9,26,95,Iraq,10,Middle East & North Africa,Baqubah,33.74324,44.623825,09/26/2003: Eight Iraqi civilians were killed and 18 wounded when an apparent mortar exploded in a market in Baqubah. It is not known who committed the act of violence.,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives,8,18
200309260004,2003,9,26,213,Uganda,11,Sub-Saharan Africa,Burcoro,2.772404,32.288073,09/26/2003: As many as seven people were killed in northern Uganda when members of the Lord's Resistance Army (LRA) opened fire on a group of pedestrians who were leaving a market in the town of Burcoro.,1,0,2,Armed Assault,14,Private Citizens & Property,Lord's Resistance Army (LRA),5,Firearms,7,
200309270001,2003,9,27,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,09/27/2003: As many as 12 people were injured when a bomb exploded in passenger bus in the southern Pakistani city of Karachi. There was no claim of responsibility but it was likely a reprisal attack by Islamic militants for several arrests made the week prior by security services.,1,0,3,Bombing/Explosion,19,Transportation,Unknown,6,Explosives,0,12
200309280001,2003,9,28,92,India,6,South Asia,Udhampur,32.925224,75.135264,"09/28/2003: Militants in Indian-administered Kashmir killed four people, including a counter-insurgent informant, Muneer Hussain, and two children in a reprisal attack. Members of the banned group Hizb ul Mujahideen were blamed.",1,0,2,Armed Assault,14,Private Citizens & Property,Hizbul Mujahideen (HM),5,Firearms,4,0
200309280003,2003,9,28,4,Afghanistan,6,South Asia,Sangin,32.073333,64.833889,"09/28/2003: Taliban rebels ambushed the bodyguards of Helmand provincial governor Sher Mohammed Akhundzada in southern Afghanistan, killing at least seven of the guards. The governor was not with the convoy at the time of the attack.",1,0,2,Armed Assault,2,Government (General),Taliban,5,Firearms,7,0
200309280004,2003,9,28,45,Colombia,3,South America,Florencia,1.61456,-75.6053,"09/28/2003: A bomb exploded in the nightclub district of the Colombian city of Florencia, killing at least 11 people and injuring 48, including children and two police officers. The Fuerzas Armadas Revolucionarias de Colombia (FARC)are blamed for the bombing.",1,0,3,Bombing/Explosion,1,Business,Revolutionary Armed Forces of Colombia (FARC),6,Explosives,11,48
200309290001,2003,9,29,95,Iraq,10,Middle East & North Africa,Fallujah,33.349159,43.784199,"09/29/2003: A U.S. soldier was killed when the vehicle he was riding in was hit by a roadside bomb in Fallujah, Iraq. It is not known who was responsible for the placement of the suspected mine.",1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives,1,
200309290002,2003,9,29,95,Iraq,10,Middle East & North Africa,Habbaniyah,33.382431,43.587631,"09/29/2003: A U.S. soldier was killed when the vehicle he was riding in was bombed and then ambushed in Habbaniyah, Iraq.",1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives,1,1
200309300001,2003,9,30,92,India,6,South Asia,Dhurai Sambrai,23.940848,91.988153,09/30/2003: Maoist insurgents killed six people and injured three others in the eastern Indian state of Tripura. The banned group known as the National Liberation Front of Tripura (NLFT) is blamed.,1,0,2,Armed Assault,22,Violent Political Party,National Liberation Front of Tripura (NLFT),5,Firearms,6,3
200309300002,2003,9,30,6,Algeria,10,Middle East & North Africa,Mongorno,36.060044,2.841283,"9/30/2003: Suspected members of the Armed Islamic Group (GIA) ambushed a military convoy passing through Mongorno, Algeria.  The assailants detonated a bomb before firing their machine guns at the soldiers.  Eight soldiers were killed and three others were injured.  The Islamic extremists also stole the victims' weapons.",1,0,3,Bombing/Explosion,4,Military,Armed Islamic Group (GIA),6,Explosives,8,3
200310010001,2003,10,1,92,India,6,South Asia,Tirupati,13.628293,79.41986,"10/01/2003: A series of claymore mines were exploded near the passing motorcade of Chandrababu Naidu, the chief minister of India’s Andhra Pradesh state.  The attack occurred on a forest road about three kilometers from the village of Tirupati, India.  There were no fatalities, but five people were wounded.  Both the chief minister’s vehicle and an escort vehicle were destroyed.  The Peoples' War Group was suspected to be involved in the attack to boost the morale of their cadre and increase publicity.",1,0,3,Bombing/Explosion,2,Government (General),People's War Group (PWG),6,Explosives,0,5
200310020004,2003,10,2,167,Russia,9,Eastern Europe,Shali,43.15,45.9,"10/02/2003: Gunmen armed with automatic weapons attacked a car carrying Musa Dakayev, the mayor of Shali, a city in Chechnya.  He and his son, a Police Officer Sadid-Selim, were killed in the attack.  Chechen separatists, including Rivzan Chitigov, were suspected of perpetrating the attack.",1,0,1,Assassination,2,Government (General),Chechen Rebels,5,Firearms,2,0
200310030001,2003,10,3,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"10/03/2003: Two masked gunmen riding on a motorcycle attacked a minibus carrying Shi’i Muslim workers in Karachi, Pakistan.  Six men were killed and six injured in the attack. An alliance of three banned militant organizations, Lashkar-e Jhangvi, Harakat ul-Mujahidin (HuM), and Harkatul Jihad-e-Islami, was suspected in the attack, though none of the groups made a claim of responsibility.",1,0,2,Armed Assault,14,Private Citizens & Property,Lashkar-e-Jhangvi,5,Firearms,6,6
200310040001,2003,10,4,4,Afghanistan,6,South Asia,Zahri district,31.640278,65.3975,"10/04/2003: A group of four armed men in a vehicle fired at workers from the Demining Agency for Afghanistan in Zari Dasht, Afghanistan.  One person was injured in the shooting.  No claim of responsibility was made for the attack.",1,0,2,Armed Assault,12,NGO,Unknown,5,Firearms,0,1
200310040002,2003,10,4,97,Israel,10,Middle East & North Africa,Haifa,32.793921,34.990615,"10/04/2003: A Palestinian suicide bomber blew herself up at a beachfront restaurant in Haifa, Israel.  22 people were killed in the attack and more than 50 others were injured.  Palestinian Islamic Jihad (PIJ) claimed responsibility for the attack.",1,1,3,Bombing/Explosion,1,Business,Palestinian Islamic Jihad (PIJ),6,Explosives,23,50
200310060001,2003,10,6,153,Pakistan,6,South Asia,Tarnol,33.671638,73.056068,"10/06/2003: The motorcade of Pakistani politician and former militia leader, Azam Tariq, was ambushed by armed gunman at the Ghorala Crossing near Tarnol, Pakistan.  Tariq and four others riding in his vehicle were killed. A previously unknown group, Fedayeen Imam Mahdi, claimed responsibility for the attack, though Pakistani government authorities did not take the claim seriously.",1,0,1,Assassination,2,Government (General),Fedayeen Imam Mahdi,5,Firearms,5,0
200310070001,2003,10,7,95,Iraq,10,Middle East & North Africa,Kirkuk,35.45211,44.375465,"10/07/2003: The headquarters of the Supreme Council of the Islamic Revolution in Iraq (SCIRI) in Kirkuk, Iraq was attacked.  An unknown number of persons fired rockets at the building.  One person was killed during the attack.  Ba’athist loyalists were suspected; however, no claim of responsibility was made.",1,0,3,Bombing/Explosion,2,Government (General),Unknown,6,Explosives,1,0
200310080001,2003,10,8,45,Colombia,3,South America,Bogota,4.667128,-74.106056,"10/08/2003: A car bomb exploded in the San Andresito shopping district in Bogota, Colombia. The device exploded as two police officers approached to investigate the suspicious vehicle. Six people, including the two officers, were killed and 12 were injured.  No claim of responsibility was made for the attack.",1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives,6,12
200310090002,2003,10,9,95,Iraq,10,Middle East & North Africa,Kirkuk,35.45211,44.375465,"10/09/2003: Unknown attackers shot Sabah Shukur, the head of the electricity department for northern Iraq, as he returned home from work in Kirkuk, Iraq.  Shukur avoided an assassination attempt, but was shot in his legs.  No group claimed responsibility for the incident.  The attempted assassination was the second of two related incidents involving attacks against northern Iraq’s electricity infrastructure.",0,0,1,Assassination,21,Utilities,Unknown,5,Firearms,0,1
200310090003,2003,10,9,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/09/2003: A suicide car bomb attack occurred at an Iraqi police station in Baghdad, Iraq.  Nine people, including the bomber, were killed and up to 45 others were injured.  No claim of responsibility was made for the attack.",1,1,3,Bombing/Explosion,3,Police,Unknown,6,Explosives,9,45
200310090004,2003,10,9,155,West Bank and Gaza Strip,10,Middle East & North Africa,Tulkarem,32.312052,35.026458,"10/09/2003: A Palestinian suicide bomber blew himself up at an Israeli military checkpoint near Tulkarem in the West Bank.  Three people, one solider and two civilians, were injured in the attack.  The Al-Aqsa Martyrs Brigade claimed responsibility via a communiqué on the group's website.",1,1,3,Bombing/Explosion,4,Military,Al-Aqsa Martyrs Brigade,6,Explosives,1,3
200310090005,2003,10,9,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/09/2003: An unknown group of attackers shot to death Spanish diplomat Jose Antonio Bernal Gomez at his home in Baghdad, Iraq.  No other casualties were reported.  The men escaped in a car with foreign license plates.  No group claimed responsibility for the assassination.",1,0,1,Assassination,7,Government (Diplomatic),Unknown,5,Firearms,1,0
200310100001,2003,10,10,69,France,8,Western Europe,Nice,43.696036,7.265592,"10/10/2003: An explosive was detonated near a French Air Force recruiting office in Nice, France.  One person was slightly injured.  The Corsican National Liberation Front claimed responsibility for this attack.",1,0,3,Bombing/Explosion,4,Military,Corsican National Liberation Front (FLNC),6,Explosives,0,1
200310100003,2003,10,10,45,Colombia,3,South America,Genova,4.2045,-75.79185,"10/10/2003: Jairo Gomez Giraldo, a candidate for mayor, and Julio Cesar Castennanos, a candidate for city council, in Genova, Colombia were abducted on October 10, 2003 and found murdered the following day.  Members of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were suspected in the incident, but the group did not make a claim of responsibility.",1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC),5,Firearms,2,0
200310100004,2003,10,10,6,Algeria,10,Middle East & North Africa,Seriana,35.69364,6.187075,"10/10/2003: Around twenty perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, set up a fake roadblock on a road near Serriana, Algeria.  The assailants slit the throats of two Algerian police officers.",1,0,2,Armed Assault,3,Police,Algerian Islamic Extremists,9,Melee,2,0
200310120001,2003,10,12,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/12/2003: A car bomb exploded near the Baghdad Hotel which was used by members of the Iraqi Governing Council and Americans in Baghdad, Iraq.  A suicide attacker drove the car past a security checkpoint before stopping and detonating the bomb.  Six people were killed and 35 others were wounded. Al Qaida in Iraq claimed responsibility for the attack in a statement issued to the press that referenced Abu Hafs al-Masri Brigades.",1,1,3,Bombing/Explosion,1,Business,Al-Qaida in Iraq,6,Explosives,7,35
200310130001,2003,10,13,213,Uganda,11,Sub-Saharan Africa,Abako,2.144592,33.223684,"10/13/2003: Lord’s Resistance Army (LRA) rebels attacked civilians at a bar in the Apalalyex market in the Abako subcountry of Lira District in Uganda. The attackers open fired on the civilians, killing 22 people and injuring 20 others.",1,0,2,Armed Assault,1,Business,Lord's Resistance Army (LRA),5,Firearms,20,22
200310140001,2003,10,14,45,Colombia,3,South America,San Andres,6.915406,-75.675478,"10/14/2003: The president of the San Andres town council, Carlos Mario Tapias, was shot to death after the bus he was riding in was stopped in San Andres, Colombia.  Regional police suspected the Fuerzas Armadas Revolucionarias de Colombia (FARC) to be behind the attack, though no claim of responsibility was made.",1,0,1,Assassination,2,Government (General),Revolutionary Armed Forces of Colombia (FARC),5,Firearms,1,0
200310140002,2003,10,14,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/14/2003: A suicide car bombing occurred outside the Turkish Embassy in Baghdad, Iraq.  Two people, including the bomber, were killed and three others sustained slight injuries.  No claim of responsibility was made for the attack.",1,1,3,Bombing/Explosion,7,Government (Diplomatic),Unknown,6,Explosives,2,3
200310150001,2003,10,15,45,Colombia,3,South America,Bogota,4.667128,-74.106056,"10/15/2003: A rocket was fired at Jorge Visbal, president of Colombia's National Livestock Federation, in Bogota, Colombia.  The rocket missed his vehicle and struck a building causing minor damage.  Authorities suspect the Fuerzas Armadas Revolucionarias de Colombia (FARC) to be behind the attack, though no official claim of responsibility was made.  Police detained two of three suspects in the attack.  One suspect, a female, was wounded in a shootout with security forces and died from her injuries.",0,0,1,Assassination,1,Business,Revolutionary Armed Forces of Colombia (FARC),6,Explosives,1,0
200310150002,2003,10,15,155,West Bank and Gaza Strip,10,Middle East & North Africa,Beit Hanoun,31.53619,34.539574,10/15/2003: Three American members of a diplomatic convoy were killed and another injured when a remote-controlled bomb exploded beneath their vehicle near Beit Hanoun in the Gaza Strip.  A group calling itself the Popular Resistance Committees claimed responsibility for the blast in a telephone call to a news agency in Jerusalem.  Palestinian authorities detained at least six suspects in response to the attack.,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Popular Resistance Committees,6,Explosives,3,1
200310160001,2003,10,16,45,Colombia,3,South America,Fortul,6.792231,-71.775544,"10/16/2003: A bomb hidden inside a truck detonated at an army checkpoint in Fortul, Colombia.  The driver of the vehicle was killed and one soldier was injured in the explosion.  Four civilian bystanders were hurt in the blast as well.  Authorities suspected that the driver was a member of the Fuerzas Armadas Revolucionarias de Colombia (FARC), although the group made no official claim of responsibility.",1,0,3,Bombing/Explosion,4,Military,Revolutionary Armed Forces of Colombia (FARC),6,Explosives,1,5
200310160002,2003,10,16,45,Colombia,3,South America,Medellin,6.242026,-75.564766,"10/16/2003: A bomb exploded outside a bookstore in Medellin, Colombia.  One person was killed and eight others were injured in the explosion. No claim of responsibility was made for the attack.",1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives,1,8
200310170002,2003,10,17,6,Algeria,10,Middle East & North Africa,Zemmouri,36.803501,3.563821,"10/17/2003: Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, ambushed a police convoy on a road near Zemmouri, Algeria.  The assailants detonated a bomb before firing at the policemen.  In total, three policemen were killed and thirteen others were wounded.",1,0,3,Bombing/Explosion,3,Police,Algerian Islamic Extremists,6,Explosives,3,13
200310200001,2003,10,20,92,India,6,South Asia,Srinagar,34.08374,74.789902,"10/20/2003: In a series of related attacks, a grenade was thrown into a bus station in Batmalloo, India.  Two people were killed and 58 were injured in the attack.  No claim of responsibility was made in the attack.",1,0,3,Bombing/Explosion,19,Transportation,Unknown,6,Explosives,2,58
200310200002,2003,10,20,92,India,6,South Asia,Anantnag,33.732216,75.157913,"10/20/2003: A grenade was thrown into a town square in Anantnag, India.  One person was killed and seven others were injured in the attack.  No group claimed responsibility for the incident.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives,1,7
200310210001,2003,10,21,92,India,6,South Asia,Kulgam,33.64542,75.019676,"10/21/2003: A grenade was thrown at a bus stand in Kulgam, India.  Fourteen people were wounded in the explosion.  No claim of responsibility was made in the attack.",1,0,3,Bombing/Explosion,19,Transportation,Unknown,6,Explosives,0,14
200310220001,2003,10,22,45,Colombia,3,South America,Bogota,4.667128,-74.106056,"10/22/2003: A car bomb was detonated in the Restapo neighborhood of Bogota, Colombia injuring three people.  At least 20 homes were damaged in the explosion.  Authorities suspected the Fuerzas Armadas Revolucionarias de Colombia (FARC) was behind the bombing, although the group did not claim responsibility for the attack.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC),6,Explosives,0,3
200310220002,2003,10,22,45,Colombia,3,South America,Itagui,6.17215,-75.609571,"10/22/2003: A motorcycle bomb was detonated outside the Office of the Prosecutor General in Itagui, Colombia.  11 people were injured in the attack and the explosion damaged the mayor's office along with six nearby stores.  Authorities suspected an organized crime group was responsible, but no group made a claim of responsibility.",1,0,3,Bombing/Explosion,2,Government (General),Unknown,6,Explosives,0,11
200310230001,2003,10,23,45,Colombia,3,South America,Fortul,6.792231,-71.775544,"10/23/2003: A bomb detonated at a stadium that was being used as an electoral center in Fortul, Colombia.  The explosion injured two people and caused some material damage to the stadium and surrounding buildings.  The polling station was relocated to a nearby school following the attack.  No group claimed responsibility for the bombing.",1,0,3,Bombing/Explosion,2,Government (General),Unknown,6,Explosives,0,2
200310250001,2003,10,25,95,Iraq,10,Middle East & North Africa,Harmin,,,"10/25/2003: A bus carrying Kurdish athletes going to Kirkuk was fired upon by an unknown group of attackers near the town of Harmin, Iraq.  Eleven people were injured, three seriously.  No group claimed responsibility for the shooting.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,0,11
200310260001,2003,10,26,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/26/2003: A series of rockets were fired at the Al-Rashid Hotel in Baghdad, Iraq.  At least six struck the building and damaged several floors.  One person was killed and 15 others were wounded in the attack.  US Deputy Defense Secretary Paul D. Wolfowitz was staying at the hotel at the time of the attack.  There was no claim of responsibility for the attack.",1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives,1,15
200310270001,2003,10,27,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/27/2003: In a series of coordinated attacks, a car bomb exploded at the headquarters of the International Committee of the Red Cross (ICRC) in Baghdad, Iraq.  The four attacks killed 35 people and injured more than 240 others.  Red Cross headquarters in Geneva said 12 people were killed in the bombing including two employees.  There was no claim of responsibility for the attack.",1,1,3,Bombing/Explosion,12,NGO,Unknown,6,Explosives,13,58
200310270002,2003,10,27,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/27/2003: A car bomb exploded at the Daura patrol station in the Bayaa neighborhood of Baghdad, Iraq.  The bombing was one of four related attacks in Baghdad.  The four attacks killed a total of 35 people and left more than 240 others injured.  15 Iraqis and one US soldier were reported to have died in the explosion.  No group claimed responsibility for the attack.",1,1,3,Bombing/Explosion,3,Police,Unknown,6,Explosives,17,58
200310270003,2003,10,27,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/27/2003: A car bomb exploded at a police station in the al-Shaab neighborhood of Baghdad, Iraq.  The car bombing was one of four related incidents in Baghdad.  The four attacks resulted in the deaths of 35 people and left more than 240 injured.  Although reports were vague, they indicated that the greatest number of casualties occurred in the al-Shaab bombing.  There was no claim of responsibility for the attack.",1,1,3,Bombing/Explosion,3,Police,Unknown,6,Explosives,4,57
200310270004,2003,10,27,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"10/27/2003: A car bomb exploded at a police station in the al-Khadra neighborhood of Baghdad, Iraq.  he bombing was one of four related attacks in Baghdad, which killed a total of 35 people and injured more than 240 others.  US Army Lieutenant Colonel Eric Nanz indicated that one Iraqi policeman died, three civilians were killed, and four Iraqi policemen were wounded in this attack.  There was no claim of responsibility for the attack.",1,1,3,Bombing/Explosion,3,Police,Unknown,6,Explosives,5,57
200310280001,2003,10,28,92,India,6,South Asia,Srinagar,34.08374,74.789902,"10/28/2003: A grenade was thrown at the central telegraph office in Srinagar, India.  The attack injured at least 36 people. The Kashmir Freedom Party claimed responsibility for the attack.",1,0,3,Bombing/Explosion,16,Telecommunication,Kashmir Freedom Force,6,Explosives,0,36
200310290001,2003,10,29,155,West Bank and Gaza Strip,10,Middle East & North Africa,Jenin,32.460617,35.301247,"10/29/2003: A group of gunmen opened fire on a car carrying two Israeli settlers on a road east of Jenin in the West Bank.  Both settlers were injured, one seriously.  The Al-Aqsa Martyrs Brigades claimed responsibility for the attack.",1,0,2,Armed Assault,14,Private Citizens & Property,Al-Aqsa Martyrs Brigade,5,Firearms,0,2
200310290002,2003,10,29,6,Algeria,10,Middle East & North Africa,Hameur El Ain,36.478172,2.563933,"10/29/2003: Suspected members of the Armed Islamic Group (GIA) set up a fake roadblock on a road near Hameur El Ain, Algeria.  The assailants shot and killed three Algerian civilians.",1,0,2,Armed Assault,14,Private Citizens & Property,Armed Islamic Group (GIA),5,Firearms,3,0
200311010001,2003,11,1,95,Iraq,10,Middle East & North Africa,Fallujah,33.349159,43.784199,"11/01/2003: A U.S. military convoy was attacked in Fallujah, Iraq, killing four soldiers. No group claimed responsibility for the incident, but the attack occurred on the same day that supporters of deposed dictator Saddam Hussein had planned a day of resistance to U.S. occupying forces.",1,0,9,Unknown,4,Military,Unknown,13,Unknown,4,0
200311020001,2003,11,2,34,Burundi,11,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,"11/02/2003: Two rival rebel groups, the Forces for the Defense of Democracy (FDD) and the National Liberation Forces-Icanzo (FNL-Icanzo) abducted four individuals from Bujumbura’s Muramvya neighborhood in Burundi. After pulling the four victims from their homes, the rebels shot and killed them. Reporting on the incident did not indicate if the two rival groups worked together in perpetrating the attack.",1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Party for the Liberation of the Hutu People (PALIPEHUTU),5,Firearms,4,0
200311020002,2003,11,2,93,Indonesia,5,Southeast Asia,Ugimba,-3.763848,137.086333,"11/02/2003: Suspected members of the Free Papua Movement (OPM) shot and killed one person and injured three others in the village of Ugimba, in Indonesia’s Papua Province. No group claimed responsibility for the incident.",1,0,2,Armed Assault,14,Private Citizens & Property,Free Papua Movement (OPM-Organisasi Papua Merdeka),5,Firearms,1,3
200311020003,2003,11,2,141,Nepal,6,South Asia,Bahuari Khola,27.04279,84.906278,11/02/2003: Ten Royal Nepal Army soldiers were killed and at least 12 others wounded when their vehicle struck a land mine planted on a road in Bahuari Khola in Nepal’s Parsa District. No group claimed responsibility for the attack.,1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives,10,12
200311030001,2003,11,3,155,West Bank and Gaza Strip,10,Middle East & North Africa,Azzun,32.177105,35.056033,"11/03/2003: A suicide bomber blew himself up next to Israeli Defence Forces troops in Azzun, West Bank. No one was hurt in the bombing aside from the bomber. No group claimed responsibility for the attack.",1,1,3,Bombing/Explosion,4,Military,Unknown,6,Explosives,1,0
200311030002,2003,11,3,95,Iraq,10,Middle East & North Africa,Unknown,33.773349,45.14945,"11/03/2003: An Iraqi civilian was killed and 15 others were injured in an explosion targeting an official in the Dilyala Governorate, northeast of Baghdad, Iraq. No group claimed responsibility for the attack.",1,0,3,Bombing/Explosion,2,Government (General),Unknown,6,Explosives,1,15
200311030003,2003,11,3,95,Iraq,10,Middle East & North Africa,Mosul,36.354145,43.14357,"11/03/2003: A U.S. soldier was injured in Mosul, Iraq, in a bomb explosion near the Al-Rafidayn Bank. U.S. forces were guarding the bank at the time of the attack. No group claimed responsibility for the incident.",1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives,0,1
200311030004,2003,11,3,92,India,6,South Asia,Pulwama district,33.871517,74.89955,"11/03/2003: Unknown perpetrators shot and killed Zonal President of the People's Democratic Party, Ghulam Mohammad Ganai, in Pulwama District, Jammu and Kashmir, India. Ganai, a contractor, was supervising construction work when he was shot. No group claimed responsibility for the attack.",1,0,1,Assassination,2,Government (General),Unknown,5,Firearms,1,0
200311030005,2003,11,3,92,India,6,South Asia,Srinagar,34.08374,74.789902,"11/03/2003: An assistant commandant of India’s Border Security Force, Yashpaul Singh, was injured when perpetrators detonated a bomb that had been placed inside an auto-rickshaw located in the Rambagh area of Srinagar, India. Although Singh suffered minor injuries, the explosion damaged his police vehicle. No group claimed responsibility for the attack.",1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives,0,1
200311040001,2003,11,4,98,Italy,8,Western Europe,Rome,41.890961,12.490069,"11/04/2003: A parcel bomb containing a video tape box exploded in a police barracks in Rome, Italy, injuring a marshal’s face and hands. No group claimed responsibility for the attack.",1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives,0,1
200311050001,2003,11,5,92,India,6,South Asia,Moreh,24.251281,94.301304,11/05/2003: Two Indian Army soldiers were killed and three others were injured in bomb explosions triggered by suspected members of the United National Liberation Front rebels in the Chandel District of India’s Manipur State. The bomb exploded when members of the 37th battalion were returning to their camp. No group claimed responsibility for the incident.,1,0,3,Bombing/Explosion,4,Military,United National Liberation Front (UNLF),6,Explosives,2,3
200311050002,2003,11,5,34,Burundi,11,Sub-Saharan Africa,Bubanza,-3.080156,29.397914,"11/05/2003: Suspected members of the National Liberation Forces-Icanzo (FNL-Icanzo) attacked a military vehicle along Highway No. 9 that links Burundi’s capital, Bujumbura, with the city of Bubanza. Four people were killed in the attack including two soldiers. No group claimed responsibility for the attack.",1,0,9,Unknown,4,Military,Party for the Liberation of the Hutu People (PALIPEHUTU),13,Unknown,4,0
200311050004,2003,11,5,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Bunia,1.566527,30.249824,"11/05/2003: Unknown gunmen attacked two United Nations peacekeeping bases in the eastern part of the Democratic Republic of Congo, wounding one peacekeeper from Bangladesh. Peacekeepers stationed in the UN base at Bunia returned fire. Although no group claimed responsibility for the shootings, locals suspected that members of the Union of Congolese Patriots were behind both attacks.",1,0,2,Armed Assault,7,Government (Diplomatic),Union of Congolese Patriots (UPC),5,Firearms,0,1
